solution_0_1;217,0990241;3288,328437;;solution_0_1;217,0990241;14142,34248;;224,518931;218,8242752;5,694655845
solution_0_10;252,8591815;64772,87041;;solution_0_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_0_20;251,4945908;80931,41028;;solution_0_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_0_5;240,3218625;3992,473767;;solution_0_5;240,3218625;14639,7072;;248,0027163;242,4165497;5,586166545
solution_10_20;251,4945908;80931,41028;;solution_10_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_11_20;251,4945908;80931,41028;;solution_11_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_12_20;251,4945908;80931,41028;;solution_12_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_13_20;251,4945908;80931,41028;;solution_13_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_14_20;251,4945908;80931,41028;;solution_14_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_15_20;251,4945908;80931,41028;;solution_15_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_16_20;251,4945908;80931,41028;;solution_16_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_17_20;251,4945908;80931,41028;;solution_17_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_18_20;251,4945908;80931,41028;;solution_18_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_19_20;251,4945908;80931,41028;;solution_19_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_1_10;252,8591815;64772,87041;;solution_1_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_1_20;251,4945908;80931,41028;;solution_1_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_1_5;240,3218625;3992,473767;;solution_1_5;240,3218625;14639,7072;;248,0027163;242,4165497;5,586166545
solution_2_10;252,8591815;64772,87041;;solution_2_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_2_20;251,4945908;80931,41028;;solution_2_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_2_5;240,3218625;3992,473767;;solution_2_5;240,3218625;14639,7072;;248,0027163;242,4165497;5,586166545
solution_3_10;252,8591815;64772,87041;;solution_3_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_3_20;251,4945908;80931,41028;;solution_3_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_3_5;240,3218625;3992,473767;;solution_3_5;240,3218625;14639,7072;;248,0027163;242,4165497;5,586166545
solution_4_10;252,8591815;64772,87041;;solution_4_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_4_20;251,4945908;80931,41028;;solution_4_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_4_5;240,3218625;3992,473767;;solution_4_5;240,3218625;14639,7072;;248,0027163;242,4165497;5,586166545
solution_5_10;252,8591815;64772,87041;;solution_5_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_5_20;251,4945908;80931,41028;;solution_5_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_6_10;252,8591815;64772,87041;;solution_6_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_6_20;251,4945908;80931,41028;;solution_6_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_7_10;252,8591815;64772,87041;;solution_7_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_7_20;251,4945908;80931,41028;;solution_7_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_8_10;252,8591815;64772,87041;;solution_8_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_8_20;251,4945908;80931,41028;;solution_8_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
solution_9_10;252,8591815;64772,87041;;solution_9_10;252,8591815;112993,3132;;312,142137;286,8428491;25,29928792
solution_9_20;251,4945908;80931,41028;;solution_9_20;251,4945908;138964,4673;;324,4035453;293,9559813;30,44756402
